Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
FP.WPI.TOTL,Financial Sector,Wholesale price index (2010 = 100),,"Index of prices of a mix of agricultural and industrial goods at various stages of production and distribution, including import duties, as compared to a certain reference period (2010=100).",index (2010 = 100),Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Wholesale Prices Indices are compiled in accordance with international standards: Producer Price Index Manual, 2004 version. Specific information on how countries compile their WPI statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual basis of a wholesale price index series is to measure the rate at which prices of goods and services are changing from one period to another, for products that flow from a wholesaler to a retailer.","A general and continuing increase in an economy’s price level is called inflation. The increase in the average prices of goods and services in the economy should be distinguished from a change in the relative prices of individual goods and services. Generally accompanying an overall increase in the price level is a change in the structure of relative prices, but it is only the average increase, not the relative price changes, that constitutes inflation.",,,,CC BY-4.0
FR.INR.DPST,Financial Sector,Deposit interest rate (%),,"Deposit interest rate is the rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,,,CC BY-4.0
FR.INR.LEND,Financial Sector,Lending interest rate (%),,"Lending rate is the bank rate that usually meets the short- and medium-term financing needs of the private sector. This rate is normally differentiated according to creditworthiness of borrowers and objectives of financing. The terms and conditions attached to these rates differ by country, however, limiting their comparability. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,,,CC BY-4.0
FR.INR.LNDP,Financial Sector,"Interest rate spread (lending rate minus deposit rate, %)",,"Interest rate spread is the interest rate charged by banks on loans to private sector customers minus the interest rate paid by commercial or similar banks for demand, time, or savings deposits. The terms and conditions attached to these rates differ by country, however, limiting their comparability. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,Median,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,,,CC BY-4.0
FR.INR.RINR,Financial Sector,Real interest rate (%),,"An interest rate is the amount charged, expressed as a percentage of the principal over a period of time, by the owners of certain kinds of financial assets for putting the financial assets at the disposal of another institutional unit. The real interest rate is the lending interest rate adjusted for inflation as measured by the GDP deflator. The terms and conditions attached to lending rates differ by country, however, limiting their comparability. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,,,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators, World Bank (WB)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,,,CC BY-4.0
FR.INR.RISK,Financial Sector,"Risk premium on lending (lending rate minus treasury bill rate, %)",,"Risk premium on lending is the interest rate charged by banks on loans to private sector customers minus the ""risk free"" treasury bill interest rate at which short-term government securities are issued or traded in the market. In some countries this spread may be negative, indicating that the market considers its best corporate clients to be lower risk than the government. The terms and conditions attached to lending rates differ by country, however, limiting their comparability. This indicator is expressed as a percentage (a÷b)*100.",%,Annual,,,,"Countries use a variety of reporting formats, sample designs, interest compounding formulas, averaging methods, and data presentations for indices and other data series on interest rates. The IMF's Monetary and Financial Statistics Manual does not provide guidelines beyond the general recommendation that such data should reflect market prices and effective (rather than nominal) interest rates and should be representative of the financial assets and markets to be covered. For more information, please see http://www.imf.org/external/pubs/ft/mfs/manual/index.htm.",,,"International Financial Statistics database, International Monetary Fund (IMF)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","Both banking and financial systems enhance growth, the main factor in poverty reduction. At low levels of economic development commercial banks tend to dominate the financial system, while at higher levels domestic stock markets tend to become more active and efficient. The size and mobility of international capital flows make it increasingly important to monitor the strength of financial systems. Robust financial systems can increase economic activity and welfare, but instability can disrupt financial activity and impose widespread costs on the economy.",,,,CC BY-4.0
FS.AST.CGOV.GD.ZS,Financial Sector,"Claims on central government, etc. (% of GDP)",,Claims on central government include loans to central government institutions net of deposits. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.,%,Annual,,,Weighted average,,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FS.AST.DOMO.GD.ZS,Financial Sector,Claims on other sectors of the domestic economy (% of GDP),,"Claims on other sectors of the domestic economy include gross credit from the financial system to households, nonprofit institutions serving households, nonfinancial corporations, state and local governments, and social security funds. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,Annual,,,Weighted average,,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FS.AST.DOMS.GD.ZS,Financial Sector,Domestic credit provided by financial sector (% of GDP),,"Domestic credit provided by the financial sector includes all credit to various sectors on a gross basis, with the exception of credit to the central government, which is net. The financial sector includes monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,Annual,,,Weighted average,"In a few countries governments may hold international reserves as deposits in the banking system rather than in the central bank. Since claims on the central government are a net item (claims on the central government minus central government deposits), the figure may be negative, resulting in a negative figure for domestic credit provided by the banking sector.",,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FS.AST.PRVT.GD.ZS,Financial Sector,Domestic credit to private sector (% of GDP),,"Domestic credit to private sector refers to financial resources provided to the private sector by financial corporations, such as through loans, purchases of nonequity securities, and trade credits and other accounts receivable, that establish a claim for repayment. For some countries these claims include credit to public enterprises. The financial corporations include monetary authorities and deposit money banks, as well as other financial corporations where data are available (including corporations that do not accept transferable deposits but do incur such liabilities as time and savings deposits). Examples of other financial corporations are finance and leasing companies, money lenders, insurance corporations, pension funds, and foreign exchange companies. This indicator is expressed as a percentage of Gross Domestic Product (GDP) which is the total income earned through the production of goods and services in an economic territory during an accounting period.",%,Annual,,,Weighted average,Credit to the private sector may sometimes include credit to state-owned or partially state-owned enterprises.,,,"International Financial Statistics database, International Monetary Fund (IMF);
World Development Indicators Database, World Bank (WB);
National Accounts data files, Organisation for Economic Co-operation and Development (OECD)","Methodology: Monetary and Financial statistics are compiled in accordance with international standards: Monetary and Financial Statistics Manual, 2018 or 2004 versions. Specific information on how countries compile their Monetary and Finance statistics can be found on the IMF website: https://dsbb.imf.org/
Statistical concept(s): The conceptual framework comes from the Monetary and Financial Statistic Manual which outlines the analytical presentation of monetary statistics, which provide critical inputs for monetary policy formulation and monitoring. The statistics covered in this Manual also support the assessment of financial system stability.","This indicator is related the monetary and financial statistics. Monetary and financial statistics are crucial as they offer a detailed picture of a country's financial condition and the workings of its monetary system. This encompasses information on the money supply, prevailing interest rates, and the activities of financial institutions. Central banks and policymakers rely on these statistics to craft monetary policy, manage interest rates, and regulate inflation. For investors and market analysts, these figures provide a window into the financial sector's stability and performance, guiding investment decisions and risk evaluations. They also shed light on the circulation of money within the economy, which has direct implications for consumer spending, business investments, and the overall trajectory of economic growth. Ultimately, these statistics play a pivotal role in ensuring economic stability and promoting sustainable development.",,,,CC BY-4.0
FX.OWN.TOTL.40.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, poorest 40% (% of population ages 15+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (poorest 40%, share of population ages 15+).",Sum,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (poorest 40%, share of population ages 15+).
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (poorest 40%, share of population ages 15+).","G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families.  financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). https://www.sciencedirect.com/science/article/pii/S2110701724000027",,,,CC BY-4.0
FX.OWN.TOTL.60.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, richest 60% (% of population ages 15+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).",Weighted average,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (richest 60%, share of population ages 15+).","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for  Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda(GPFI, 2011).

 Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). 

Financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination. https://www.sciencedirect.com/science/article/pii/S2110701724000027",,,,CC BY-4.0
FX.OWN.TOTL.FE.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, female (% of population ages 15+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (female, % age 15+).",,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (female, % age 15+). Assessment of this occurs triennial
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (female, % age 15+). Assessment of this occurs triennial","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families.

In addition, financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination. https://www.sciencedirect.com/science/article/pii/S2110701724000027",,,,CC BY-4.0
FX.OWN.TOTL.MA.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, male (% of population ages 15+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (male, % age 15+).",Weighted average,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (male, % age 15+). Assessment of this occurs triennial.
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (male, % age 15+). Assessment of this occurs triennial.","financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination.

Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families.
https://www.sciencedirect.com/science/article/pii/S2110701724000027",,,,CC BY-4.0
FX.OWN.TOTL.OL.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, older adults (% of population ages 25+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (older adults, % of population ages 25+).",,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (older adults, % of population ages 25+). This assessment occurs triennially
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (older adults, % of population ages 25+). This assessment occurs triennially","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families 

financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that if offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination. https://www.sciencedirect.com/science/article/pii/S2110701724000027",,,,CC BY-4.0
FX.OWN.TOTL.PL.ZS,Financial Sector,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",,"Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+).",Weighted average,Triennial,,"Each economy is classified based on the classification of World Bank Group's fiscal year 2022 (July 1, 2021-June 30, 2022).",Weighted average,,,,"Global Findex Database, World Bank (WB), uri: https://www.worldbank.org/en/publication/globalfindex","Methodology: Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+). This assessment is conducted triennially 
Statistical concept(s): Account denotes the percentage of respondents who report having an account (by themselves or together with someone else) at a bank or another type of financial institution or report personally using a mobile money service in the past 12 months (primary education or less, % of population ages 15+). This assessment is conducted triennially","Financial inclusion allows individuals and firms to take advantage of business opportunities, invest in education, save for retirement, and insure against risks (Demirgüç-Kunt et al., 2008). At the G20 Summit in 2010 held in Seoul, South Korea, financial inclusion was recognized as one of the nine key pillars of the global development agenda (GPFI, 2011). Therefore, financial inclusion is a key pillar to country development since financial inclusion ensures that everyone benefits from banking services and help to eradicate poverty and reduce inequality. In this sense, financial inclusion should be understood as the coexistence of a variety of formal financial services, offered at a fair price, in the right place, in the form and time required, and without inequity to all agents of the economy, especially for at-risk groups such as unprotected segments and low-income families (see, for example, Agarwal, 2010; Hannig and Stefan, 2010; Sarma and Pais, 2011; Kumar, 2013; Ghosh and Dixit, 2014; Talledo, 2015; Aparicio et al., 2016; Schmied and Marr, 2016; among others). In addition, nowadays, financial inclusion is a key pillar to green finance since sustainable development is the path way to the future in the way that it offers a framework to increase the levels of per capita GDP. In this line, financial development and economic growth have received considerable attention across recent decades (Levine et al., 2000; Bruce et al., 2013), and there is consensus around the positive effect of financial variables on economic growth (Levine, 2005). Over time, the position of the financial sector in relation to economic growth has generated increasing research, with the literature generally focused on economic growth as associated with domestic savings, capital accumulation, technological innovation, income growth, and financial determination.",,,,CC BY-4.0
